<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2006.03.30	16:00:00	117.770	117.820	117.110	117.520	1947	0	30
2006.03.30	20:00:00	117.520	117.590	117.260	117.350	1405	0	30
2006.03.31	00:00:00	117.320	117.670	117.140	117.450	1772	0	30
2006.03.31	04:00:00	117.450	117.530	117.320	117.420	1509	0	30
2006.03.31	08:00:00	117.410	117.650	117.290	117.630	1630	0	30
2006.03.31	12:00:00	117.620	118.040	117.570	117.880	1693	0	30
2006.03.31	16:00:00	117.880	118.160	117.460	117.650	2031	0	30
2006.03.31	20:00:00	117.640	117.810	117.600	117.790	1264	0	30
2006.04.03	00:00:00	117.740	118.240	117.570	118.000	1636	0	30
2006.04.03	04:00:00	118.000	118.660	117.970	118.530	1724	0	30
2006.04.03	08:00:00	118.510	118.830	118.300	118.340	1690	0	30
2006.04.03	12:00:00	118.330	118.590	118.220	118.270	1683	0	30
2006.04.03	16:00:00	118.290	118.320	117.630	117.780	1971	0	30
2006.04.03	20:00:00	117.770	117.810	117.650	117.780	1414	0	30
2006.04.04	00:00:00	117.780	117.970	117.620	117.900	1546	0	30
2006.04.04	04:00:00	117.900	117.960	117.550	117.680	1624	0	30
2006.04.04	08:00:00	117.700	117.810	117.370	117.640	1893	0	30
2006.04.04	12:00:00	117.630	117.820	117.230	117.310	2030	0	30
2006.04.04	16:00:00	117.320	117.590	117.290	117.500	1780	0	30
2006.04.04	20:00:00	117.490	117.590	117.370	117.550	1353	0	30
2006.04.05	00:00:00	117.550	117.570	117.070	117.160	1592	0	30
2006.04.05	04:00:00	117.160	117.210	116.680	116.960	1844	0	30
2006.04.05	08:00:00	116.950	117.630	116.680	117.500	1844	0	30
2006.04.05	12:00:00	117.510	117.720	117.310	117.530	1938	0	30
2006.04.05	16:00:00	117.520	117.790	117.350	117.370	1955	0	30
2006.04.05	20:00:00	117.360	117.490	117.270	117.390	1415	0	30
2006.04.06	00:00:00	117.370	117.820	117.350	117.500	1429	0	30
2006.04.06	04:00:00	117.490	117.560	117.350	117.500	1552	0	30
2006.04.06	08:00:00	117.510	117.670	117.260	117.460	1688	0	30
2006.04.06	12:00:00	117.470	117.990	117.410	117.770	2049	0	30
2006.04.06	16:00:00	117.780	117.910	117.630	117.760	1749	0	30
2006.04.06	20:00:00	117.770	117.920	117.610	117.810	1397	0	30
2006.04.07	00:00:00	117.790	118.000	117.690	117.880	1465	0	30
2006.04.07	04:00:00	117.870	117.890	117.580	117.740	1471	0	30
2006.04.07	08:00:00	117.770	117.860	117.540	117.690	1616	0	30
2006.04.07	12:00:00	117.670	117.940	117.410	117.680	2009	0	30
2006.04.07	16:00:00	117.670	118.370	117.570	118.330	1933	0	30
2006.04.07	20:00:00	118.360	118.420	118.190	118.370	1170	0	30
2006.04.10	00:00:00	118.180	118.270	118.040	118.070	1163	0	30
2006.04.10	04:00:00	118.070	118.150	117.870	118.140	1450	0	30
2006.04.10	08:00:00	118.150	118.490	118.000	118.400	1654	0	30
2006.04.10	12:00:00	118.400	118.530	118.300	118.430	1629	0	30
2006.04.10	16:00:00	118.430	118.720	118.330	118.570	1565	0	30
2006.04.10	20:00:00	118.570	118.610	118.250	118.320	1264	0	30
2006.04.11	00:00:00	118.320	118.620	118.320	118.500	1540	0	30
2006.04.11	04:00:00	118.490	118.590	118.300	118.480	1398	0	30
2006.04.11	08:00:00	118.480	118.650	118.350	118.580	1624	0	30
2006.04.11	12:00:00	118.580	118.920	118.480	118.520	1829	0	30
2006.04.11	16:00:00	118.510	118.730	118.340	118.450	1769	0	30
2006.04.11	20:00:00	118.420	118.460	118.180	118.340	1439	0	30
2006.04.12	00:00:00	118.350	118.370	117.810	118.040	1364	0	30
2006.04.12	04:00:00	118.040	118.260	117.990	118.250	1461	0	30
2006.04.12	08:00:00	118.230	118.430	117.970	118.090	1957	0	30
2006.04.12	12:00:00	118.130	118.510	118.020	118.380	1937	0	30
2006.04.12	16:00:00	118.380	118.610	118.320	118.520	1605	0	30
2006.04.12	20:00:00	118.520	118.630	118.430	118.500	1301	0	30
2006.04.13	00:00:00	118.510	118.580	118.350	118.500	1702	0	30
2006.04.13	04:00:00	118.500	118.580	118.320	118.500	1705	0	30
2006.04.13	08:00:00	118.470	118.550	118.320	118.490	1904	0	30
2006.04.13	12:00:00	118.480	118.860	118.460	118.740	1986	0	30
2006.04.13	16:00:00	118.700	118.750	118.350	118.450	1665	0	30
2006.04.13	20:00:00	118.450	118.600	118.400	118.580	1292	0	30
2006.04.14	00:00:00	118.590	118.760	118.430	118.700	1576	0	30
2006.04.14	04:00:00	118.690	118.740	118.540	118.620	1357	0	30
2006.04.14	08:00:00	118.610	118.740	118.560	118.590	1224	0	30
2006.04.14	12:00:00	118.590	118.710	118.520	118.680	1229	0	30
2006.04.14	16:00:00	118.670	118.750	118.560	118.660	1035	0	30
2006.04.14	20:00:00	118.640	118.700	118.600	118.640	396	0	30
2006.04.17	00:00:00	118.560	118.580	117.990	118.180	1378	0	30
2006.04.17	04:00:00	118.170	118.330	118.100	118.290	1389	0	30
2006.04.17	08:00:00	118.280	118.410	118.200	118.280	1241	0	30
2006.04.17	12:00:00	118.280	118.300	117.590	117.890	1760	0	30
2006.04.17	16:00:00	117.880	117.950	117.520	117.680	1651	0	30
2006.04.17	20:00:00	117.680	117.870	117.640	117.800	1190	0	30
2006.04.18	00:00:00	117.780	117.970	117.640	117.880	1552	0	30
2006.04.18	04:00:00	117.870	117.990	117.760	117.870	1562	0	30
2006.04.18	08:00:00	117.860	118.240	117.680	118.060	2024	0	30
2006.04.18	12:00:00	118.060	118.100	117.480	117.680	1885	0	30
2006.04.18	16:00:00	117.690	117.800	117.540	117.690	1713	0	30
2006.04.18	20:00:00	117.700	117.730	117.000	117.040	1856	0	30
2006.04.19	00:00:00	117.040	117.160	116.750	117.010	1847	0	30
2006.04.19	04:00:00	117.010	117.060	116.870	117.000	1509	0	30
2006.04.19	08:00:00	117.010	117.230	116.820	116.910	2042	0	30
2006.04.19	12:00:00	116.930	117.970	116.890	117.740	2141	0	30
2006.04.19	16:00:00	117.730	117.900	117.290	117.330	1976	0	30
2006.04.19	20:00:00	117.320	117.390	117.080	117.300	1551	0	30
2006.04.20	00:00:00	117.290	117.660	117.270	117.510	1787	0	30
2006.04.20	04:00:00	117.510	117.660	117.410	117.630	1606	0	30
2006.04.20	08:00:00	117.590	117.920	117.430	117.610	1850	0	30
2006.04.20	12:00:00	117.600	117.820	117.370	117.410	1872	0	30
2006.04.20	16:00:00	117.410	117.700	117.320	117.550	1774	0	30
2006.04.20	20:00:00	117.540	117.660	117.400	117.440	1306	0	30
2006.04.21	00:00:00	117.450	117.710	117.370	117.560	1716	0	30
2006.04.21	04:00:00	117.560	117.680	117.520	117.620	1594	0	30
2006.04.21	08:00:00	117.620	117.790	117.070	117.250	1992	0	30
2006.04.21	12:00:00	117.250	117.430	116.800	116.980	1912	0	30
2006.04.21	16:00:00	116.970	117.190	116.750	116.930	1814	0	30
2006.04.21	20:00:00	116.910	116.960	116.460	116.480	1333	0	30
2006.04.24	00:00:00	115.690	115.990	115.420	115.790	1902	0	30
2006.04.24	04:00:00	115.800	115.870	115.620	115.640	1391	0	30
2006.04.24	08:00:00	115.630	115.790	114.860	115.140	1961	0	30
2006.04.24	12:00:00	115.140	115.210	114.850	114.930	1875	0	30
2006.04.24	16:00:00	114.940	115.030	114.350	114.490	1893	0	30
2006.04.24	20:00:00	114.500	114.810	114.230	114.750	1485	0	30
2006.04.25	00:00:00	114.750	114.800	114.280	114.480	1627	0	30
2006.04.25	04:00:00	114.480	114.750	114.400	114.630	1464	0	30
2006.04.25	08:00:00	114.630	114.740	114.340	114.690	2077	0	30
2006.04.25	12:00:00	114.670	114.780	114.330	114.550	1860	0	30
2006.04.25	16:00:00	114.560	115.030	114.550	114.880	1914	0	30
2006.04.25	20:00:00	114.870	114.960	114.770	114.850	1348	0	30
2006.04.26	00:00:00	114.880	115.020	114.760	114.980	1499	0	30
2006.04.26	04:00:00	114.960	115.230	114.890	115.050	1619	0	30
2006.04.26	08:00:00	115.050	115.290	114.900	115.140	1797	0	30
2006.04.26	12:00:00	115.140	115.400	114.780	114.930	1982	0	30
2006.04.26	16:00:00	114.920	115.100	114.610	114.880	2045	0	30
2006.04.26	20:00:00	114.890	114.910	114.630	114.820	1428	0	30
2006.04.27	00:00:00	114.820	114.880	114.660	114.750	1662	0	30
2006.04.27	04:00:00	114.750	114.790	114.620	114.680	1271	0	30
2006.04.27	08:00:00	114.660	114.820	114.530	114.600	1659	0	30
2006.04.27	12:00:00	114.600	115.140	114.200	114.970	2114	0	30
2006.04.27	16:00:00	114.980	115.020	113.820	114.080	2312	0	30
2006.04.27	20:00:00	114.080	114.250	114.000	114.210	1353	0	30
2006.04.28	00:00:00	114.180	114.460	114.060	114.400	1477	0	30
2006.04.28	04:00:00	114.390	114.450	114.230	114.260	1366	0	30
2006.04.28	08:00:00	114.250	114.500	114.020	114.210	1867	0	30
2006.04.28	12:00:00	114.200	114.400	113.910	114.070	1946	0	30
2006.04.28	16:00:00	114.070	114.250	113.650	113.730	2251	0	30
2006.04.28	20:00:00	113.720	113.920	113.650	113.830	1265	0	30
2006.05.01	00:00:00	113.670	113.860	113.470	113.600	1281	0	30
2006.05.01	04:00:00	113.600	113.620	113.040	113.090	1584	0	30
2006.05.01	08:00:00	113.090	113.320	113.010	113.240	1363	0	30
2006.05.01	12:00:00	113.250	113.290	112.340	112.570	1761	0	30
2006.05.01	16:00:00	112.580	113.230	112.570	113.190	1871	0	30
2006.05.01	20:00:00	113.180	113.710	113.160	113.580	1629	0	30
2006.05.02	00:00:00	113.610	113.840	113.500	113.650	1597	0	30
2006.05.02	04:00:00	113.660	113.810	113.540	113.790	1387	0	30
2006.05.02	08:00:00	113.780	114.050	113.390	113.570	1808	0	30
2006.05.02	12:00:00	113.560	113.850	113.210	113.500	1795	0	30
2006.05.02	16:00:00	113.490	113.620	113.130	113.330	2008	0	30
2006.05.02	20:00:00	113.330	113.450	113.080	113.420	1330	0	30
2006.05.03	00:00:00	113.430	113.450	113.120	113.200	1336	0	30
2006.05.03	04:00:00	113.210	113.300	113.140	113.260	1240	0	30
2006.05.03	08:00:00	113.250	113.530	112.880	113.500	1835	0	30
2006.05.03	12:00:00	113.490	113.610	113.340	113.440	1870	0	30
2006.05.03	16:00:00	113.410	113.790	113.250	113.770	2017	0	30
2006.05.03	20:00:00	113.760	113.890	113.530	113.650	1441	0	30
2006.05.04	00:00:00	113.640	113.910	113.610	113.710	1410	0	30
2006.05.04	04:00:00	113.680	114.140	113.630	113.930	1594	0	30
2006.05.04	08:00:00	113.930	114.210	113.790	113.910	1919	0	30
2006.05.04	12:00:00	113.910	114.120	113.630	113.700	1947	0	30
2006.05.04	16:00:00	113.690	113.800	113.240	113.690	1909	0	30
2006.05.04	20:00:00	113.680	113.710	113.390	113.500	1451	0	30
2006.05.05	00:00:00	113.500	113.720	113.440	113.640	1232	0	30
2006.05.05	04:00:00	113.650	113.820	113.630	113.750	1272	0	30
2006.05.05	08:00:00	113.740	113.980	113.610	113.860	1611	0	30
2006.05.05	12:00:00	113.860	114.040	112.550	112.710	2036	0	30
2006.05.05	16:00:00	112.700	112.720	112.240	112.390	1931	0	30
2006.05.05	20:00:00	112.400	112.630	112.330	112.600	933	0	30
2006.05.08	00:00:00	111.930	112.210	111.610	111.840	1542	0	30
2006.05.08	04:00:00	111.840	111.860	111.570	111.630	1684	0	30
2006.05.08	08:00:00	111.640	111.860	111.020	111.140	2027	0	30
2006.05.08	12:00:00	111.140	111.520	110.970	111.480	1778	0	30
2006.05.08	16:00:00	111.490	111.720	111.350	111.670	1701	0	30
2006.05.08	20:00:00	111.680	111.810	111.520	111.790	1287	0	30
2006.05.09	00:00:00	111.750	111.790	111.210	111.570	1571	0	30
2006.05.09	04:00:00	111.570	111.910	111.540	111.630	1632	0	30
2006.05.09	08:00:00	111.630	111.960	111.520	111.610	1771	0	30
2006.05.09	12:00:00	111.580	111.770	111.310	111.320	1691	0	30
2006.05.09	16:00:00	111.320	111.380	110.870	111.190	1852	0	30
2006.05.09	20:00:00	111.180	111.210	110.980	111.060	1262	0	30
2006.05.10	00:00:00	111.060	111.280	110.930	111.090	1435	0	30
2006.05.10	04:00:00	111.090	111.250	110.880	110.930	1499	0	30
2006.05.10	08:00:00	110.930	111.010	110.410	110.500	1943	0	30
2006.05.10	12:00:00	110.500	110.720	110.300	110.560	1784	0	30
2006.05.10	16:00:00	110.550	110.710	110.330	110.410	1772	0	30
2006.05.10	20:00:00	110.410	110.660	110.100	110.620	1893	0	30
2006.05.11	00:00:00	110.620	111.500	110.570	111.270	1701	0	30
2006.05.11	04:00:00	111.270	111.370	111.050	111.250	1517	0	30
2006.05.11	08:00:00	111.260	111.540	110.840	111.290	1852	0	30
2006.05.11	12:00:00	111.300	111.390	110.650	110.990	1972	0	30
2006.05.11	16:00:00	110.990	111.140	110.100	110.420	2009	0	30
2006.05.11	20:00:00	110.420	110.760	110.390	110.740	1289	0	30
2006.05.12	00:00:00	110.730	110.750	109.910	110.240	1643	0	30
2006.05.12	04:00:00	110.230	110.340	110.020	110.080	1367	0	30
2006.05.12	08:00:00	110.080	110.210	109.310	109.490	2208	0	30
2006.05.12	12:00:00	109.490	110.110	109.390	109.850	2159	0	30
2006.05.12	16:00:00	109.830	110.640	109.790	110.210	1882	0	30
2006.05.12	20:00:00	110.190	110.240	109.970	110.070	1025	0	30
2006.05.15	00:00:00	109.640	109.930	109.330	109.630	1649	0	30
2006.05.15	04:00:00	109.640	109.710	109.450	109.590	1498	0	30
2006.05.15	08:00:00	109.590	110.550	109.560	109.920	2034	0	30
2006.05.15	12:00:00	109.930	110.490	109.890	110.220	1987	0	30
2006.05.15	16:00:00	110.230	110.520	110.050	110.280	2160	0	30
2006.05.15	20:00:00	110.270	110.610	110.150	110.440	1505	0	30
2006.05.16	00:00:00	110.480	110.890	110.190	110.270	1662	0	30
2006.05.16	04:00:00	110.270	110.370	109.930	110.060	1682	0	30
2006.05.16	08:00:00	110.070	110.620	109.960	110.330	2090	0	30
2006.05.16	12:00:00	110.310	110.520	109.810	110.050	1999	0	30
2006.05.16	16:00:00	110.050	110.200	109.860	109.880	1673	0	30
2006.05.16	20:00:00	109.880	109.930	109.650	109.690	1302	0	30
2006.05.17	00:00:00	109.690	109.860	109.440	109.490	1536	0	30
2006.05.17	04:00:00	109.490	109.570	109.340	109.430	1474	0	30
2006.05.17	08:00:00	109.430	109.670	108.970	109.190	2025	0	30
2006.05.17	12:00:00	109.190	109.570	109.000	109.390	1958	0	30
2006.05.17	16:00:00	109.410	110.810	109.290	110.700	2122	0	30
2006.05.17	20:00:00	110.680	111.360	110.670	111.170	1647	0	30
2006.05.18	00:00:00	111.170	111.270	110.590	110.640	1627	0	30
2006.05.18	04:00:00	110.610	110.840	110.560	110.780	1469	0	30
2006.05.18	08:00:00	110.790	110.920	110.550	110.710	1870	0	30
2006.05.18	12:00:00	110.700	111.250	110.310	110.690	2039	0	30
2006.05.18	16:00:00	110.680	111.100	110.340	110.810	2089	0	30
2006.05.18	20:00:00	110.820	111.100	110.670	110.790	1433	0	30
2006.05.19	00:00:00	110.790	111.020	110.420	110.860	1620	0	30
2006.05.19	04:00:00	110.850	111.140	110.830	110.960	1489	0	30
2006.05.19	08:00:00	110.960	112.070	110.830	112.030	2020	0	30
2006.05.19	12:00:00	112.040	112.130	111.520	111.690	2060	0	30
2006.05.19	16:00:00	111.690	112.260	111.630	111.680	1967	0	30
2006.05.19	20:00:00	111.680	111.820	111.640	111.700	1012	0	30
2006.05.22	00:00:00	111.840	112.160	111.550	112.080	1555	0	30
2006.05.22	04:00:00	112.080	112.500	111.830	112.410	1619	0	30
2006.05.22	08:00:00	112.410	112.960	112.360	112.460	1959	0	30
2006.05.22	12:00:00	112.460	112.640	112.080	112.120	1879	0	30
2006.05.22	16:00:00	112.130	112.230	111.580	111.610	2021	0	30
2006.05.22	20:00:00	111.590	111.640	111.280	111.430	1463	0	30
2006.05.23	00:00:00	111.450	111.890	111.310	111.690	1555	0	30
2006.05.23	04:00:00	111.670	111.750	110.970	111.190	1599	0	30
2006.05.23	08:00:00	111.180	111.610	110.960	111.480	1929	0	30
2006.05.23	12:00:00	111.470	111.750	111.200	111.430	1799	0	30
2006.05.23	16:00:00	111.420	111.610	111.080	111.220	1847	0	30
2006.05.23	20:00:00	111.210	112.020	111.080	112.010	1610	0	30
2006.05.24	00:00:00	112.190	112.520	111.930	112.270	1928	0	30
2006.05.24	04:00:00	112.270	112.670	111.970	112.460	1736	0	30
2006.05.24	08:00:00	112.460	112.560	111.700	111.880	2109	0	30
2006.05.24	12:00:00	111.880	112.340	111.620	112.280	2077	0	30
2006.05.24	16:00:00	112.280	112.980	112.250	112.730	2105	0	30
2006.05.24	20:00:00	112.730	112.990	112.590	112.880	1570	0	30
2006.05.25	00:00:00	112.890	112.980	112.610	112.760	1497	0	30
2006.05.25	04:00:00	112.760	112.880	112.640	112.700	1424	0	30
2006.05.25	08:00:00	112.690	112.830	112.380	112.490	1759	0	30
2006.05.25	12:00:00	112.510	112.670	111.760	111.900	1989	0	30
2006.05.25	16:00:00	111.900	112.210	111.840	111.880	1728	0	30
2006.05.25	20:00:00	111.880	111.910	111.660	111.680	1526	0	30
2006.05.26	00:00:00	111.690	112.110	111.460	111.970	1705	0	30
2006.05.26	04:00:00	111.950	112.290	111.820	112.080	1623	0	30
2006.05.26	08:00:00	112.070	112.180	111.800	111.950	1795	0	30
2006.05.26	12:00:00	111.950	112.740	111.820	112.520	2032	0	30
2006.05.26	16:00:00	112.520	112.790	112.350	112.670	1806	0	30
2006.05.26	20:00:00	112.670	112.850	112.610	112.670	863	0	30
2006.05.29	00:00:00	112.670	112.690	112.220	112.280	1449	0	30
2006.05.29	04:00:00	112.270	112.400	112.230	112.330	1398	0	30
2006.05.29	08:00:00	112.330	112.380	112.160	112.200	1437	0	30
2006.05.29	12:00:00	112.200	112.400	112.140	112.370	1523	0	30
2006.05.29	16:00:00	112.370	112.730	112.350	112.580	1390	0	30
2006.05.29	20:00:00	112.580	112.610	112.280	112.410	1125	0	30
2006.05.30	00:00:00	112.430	112.830	112.400	112.460	1580	0	30
2006.05.30	04:00:00	112.450	112.580	111.900	112.010	1689	0	30
2006.05.30	08:00:00	112.000	112.060	111.620	111.880	1878	0	30
2006.05.30	12:00:00	111.880	112.640	111.840	111.930	2108	0	30
2006.05.30	16:00:00	111.940	112.290	111.680	112.080	2000	0	30
2006.05.30	20:00:00	112.080	112.280	111.970	112.140	1393	0	30
2006.05.31	00:00:00	112.130	112.410	111.940	112.210	1499	0	30
2006.05.31	04:00:00	112.210	112.320	111.940	111.990	1510	0	30
2006.05.31	08:00:00	112.000	112.160	111.440	112.050	2044	0	30
2006.05.31	12:00:00	112.060	112.330	111.850	112.140	1989	0	30
2006.05.31	16:00:00	112.140	112.460	112.060	112.390	1847	0	30
2006.05.31	20:00:00	112.410	112.720	112.260	112.580	1491	0	30
2006.06.01	00:00:00	112.580	112.770	112.400	112.520	1576	0	30
2006.06.01	04:00:00	112.520	112.760	112.500	112.550	1631	0	30
2006.06.01	08:00:00	112.550	113.080	112.530	112.960	1960	0	30
2006.06.01	12:00:00	112.930	113.400	112.890	113.210	2062	0	30
2006.06.01	16:00:00	113.210	113.270	112.360	112.600	1924	0	30
2006.06.01	20:00:00	112.580	112.770	112.550	112.590	1422	0	30
2006.06.02	00:00:00	112.610	112.770	112.410	112.650	1664	0	30
2006.06.02	04:00:00	112.660	112.780	112.440	112.740	1508	0	30
2006.06.02	08:00:00	112.730	112.950	112.670	112.860	1680	0	30
2006.06.02	12:00:00	112.850	112.890	111.530	111.580	2123	0	30
2006.06.02	16:00:00	111.570	111.850	111.320	111.600	1876	0	30
2006.06.02	20:00:00	111.600	111.790	111.490	111.750	1095	0	30
2006.06.05	00:00:00	111.660	111.810	111.520	111.580	1369	0	30
2006.06.05	04:00:00	111.570	111.710	111.510	111.660	1316	0	30
2006.06.05	08:00:00	111.650	111.920	111.430	111.760	1829	0	30
2006.06.05	12:00:00	111.770	111.860	111.600	111.800	1813	0	30
2006.06.05	16:00:00	111.810	111.910	111.530	111.680	1718	0	30
2006.06.05	20:00:00	111.660	112.320	111.600	112.200	1592	0	30
2006.06.06	00:00:00	112.200	112.500	112.180	112.390	1534	0	30
2006.06.06	04:00:00	112.390	112.540	112.250	112.400	1441	0	30
2006.06.06	08:00:00	112.390	112.440	112.060	112.210	1768	0	30
2006.06.06	12:00:00	112.220	113.110	112.170	112.990	2093	0	30
2006.06.06	16:00:00	113.000	113.580	112.890	113.290	2172	0	30
2006.06.06	20:00:00	113.300	113.430	113.070	113.210	1487	0	30
2006.06.07	00:00:00	113.210	113.340	112.910	113.040	1434	0	30
2006.06.07	04:00:00	113.030	113.380	112.960	113.300	1637	0	30
2006.06.07	08:00:00	113.300	113.520	113.180	113.230	2021	0	30
2006.06.07	12:00:00	113.250	113.710	113.020	113.590	1912	0	30
2006.06.07	16:00:00	113.590	113.710	113.240	113.400	1818	0	30
2006.06.07	20:00:00	113.440	113.620	113.380	113.410	1336	0	30
2006.06.08	00:00:00	113.390	113.750	113.370	113.670	1442	0	30
2006.06.08	04:00:00	113.670	113.790	113.530	113.720	1479	0	30
2006.06.08	08:00:00	113.730	114.050	113.600	113.710	1934	0	30
2006.06.08	12:00:00	113.710	114.740	113.700	114.320	2250	0	30
2006.06.08	16:00:00	114.340	114.410	114.040	114.190	2049	0	30
2006.06.08	20:00:00	114.180	114.320	114.070	114.120	1392	0	30
2006.06.09	00:00:00	114.060	114.110	113.750	114.000	1667	0	30
2006.06.09	04:00:00	114.000	114.090	113.770	113.920	1383	0	30
2006.06.09	08:00:00	113.920	114.140	113.720	113.920	1927	0	30
2006.06.09	12:00:00	113.940	114.360	113.640	113.760	2124	0	30
2006.06.09	16:00:00	113.750	114.030	113.540	113.960	1785	0	30
2006.06.09	20:00:00	113.960	114.040	113.900	113.980	958	0	30
2006.06.12	00:00:00	114.100	114.350	114.010	114.040	1310	0	30
2006.06.12	04:00:00	114.030	114.210	114.010	114.140	1275	0	30
2006.06.12	08:00:00	114.150	114.450	113.960	114.380	1804	0	30
2006.06.12	12:00:00	114.400	114.600	114.140	114.220	1869	0	30
2006.06.12	16:00:00	114.220	114.430	114.130	114.220	1649	0	30
2006.06.12	20:00:00	114.230	114.500	114.150	114.450	1253	0	30
2006.06.13	00:00:00	114.440	114.540	114.250	114.420	1476	0	30
2006.06.13	04:00:00	114.410	114.670	114.260	114.580	1453	0	30
2006.06.13	08:00:00	114.580	114.780	114.300	114.430	2029	0	30
2006.06.13	12:00:00	114.450	114.820	114.340	114.690	2064	0	30
2006.06.13	16:00:00	114.680	115.460	114.620	115.270	1958	0	30
2006.06.13	20:00:00	115.270	115.460	115.200	115.310	1311	0	30
2006.06.14	00:00:00	115.320	115.350	115.040	115.160	1399	0	30
2006.06.14	04:00:00	115.120	115.240	115.040	115.120	1512	0	30
2006.06.14	08:00:00	115.100	115.170	114.800	114.960	1882	0	30
2006.06.14	12:00:00	114.980	115.420	114.460	114.690	2158	0	30
2006.06.14	16:00:00	114.680	115.090	114.600	114.980	1758	0	30
2006.06.14	20:00:00	114.980	115.140	114.900	114.990	1402	0	30
2006.06.15	00:00:00	114.990	115.090	114.840	114.900	1428	0	30
2006.06.15	04:00:00	114.880	115.120	114.800	114.940	1377	0	30
2006.06.15	08:00:00	114.960	115.100	114.650	114.920	1866	0	30
2006.06.15	12:00:00	114.930	115.230	114.630	114.830	2048	0	30
2006.06.15	16:00:00	114.830	115.170	114.720	115.020	1765	0	30
2006.06.15	20:00:00	115.020	115.100	114.730	114.860	1229	0	30
2006.06.16	00:00:00	114.830	114.900	114.610	114.680	1382	0	30
2006.06.16	04:00:00	114.680	114.820	114.620	114.730	1307	0	30
2006.06.16	08:00:00	114.730	114.960	114.540	114.890	1690	0	30
2006.06.16	12:00:00	114.900	115.220	114.820	115.190	1832	0	30
2006.06.16	16:00:00	115.190	115.220	114.900	115.090	1786	0	30
2006.06.16	20:00:00	115.090	115.210	114.980	115.190	1095	0	30
2006.06.19	00:00:00	115.230	115.790	115.210	115.690	1488	0	30
2006.06.19	04:00:00	115.690	115.760	115.560	115.580	1345	0	30
2006.06.19	08:00:00	115.580	115.770	115.480	115.620	1722	0	30
2006.06.19	12:00:00	115.620	115.770	115.440	115.670	1762	0	30
2006.06.19	16:00:00	115.670	115.710	115.140	115.430	1801	0	30
